kecamatan,periode,ndvi_unmasked_mean,ndvi_cropland_mean,cropland_pct
Lasem,2023Q4,0.38452754130362754,0.2899507100632164,16.459052860811457
Kragan,2023Q4,0.42266870284073493,0.2951935881170349,29.170556633757567
Sluke,2023Q4,0.5269708591546657,0.40448023427442154,9.12217467688561
Pamotan,2023Q4,0.3160063693561096,0.27926931409296846,36.56497268033711
Sulang,2023Q4,0.3056300232278813,0.25774263135502495,40.142089477030915
Sarang,2023Q4,0.3246173302905752,0.2837029061434122,49.28458162386916
Sedan,2023Q4,0.3831291655845242,0.3020172839635717,26.368444325462082
Kaliori,2023Q4,0.20571889224244347,0.20533217867704323,57.65315120181934
Gunem,2023Q4,0.3073279287670703,0.2420707596747042,24.57658219889265
Sale,2023Q4,0.4023210275174689,0.36551808975852035,15.059284300707068
Sumber,2023Q4,0.2888499393872119,0.23995719053305647,49.12904702586943
Bulu,2023Q4,0.35869031880627916,0.3125816723346927,17.451105549217562
Rembang,2024Q1,0.5695884268068864,0.6497251536516552,50.751505873221056
Pancur,2024Q1,0.6553849065236829,0.6318602404512204,15.481337496922354
Lasem,2024Q1,0.5650088085175125,0.5569763523542594,16.459052860811457
Kragan,2024Q1,0.4969939486510042,0.4446381787063216,29.170556633757567
Sluke,2024Q1,0.6596287560640317,0.5909227151945827,9.12217467688561
Pamotan,2024Q1,0.5905551303374886,0.617432946883803,36.56497268033711
Sulang,2024Q1,0.6837158106656079,0.6730883240001037,40.142089477030915
Sarang,2024Q1,0.41546123879818847,0.34059707010448603,49.28458162386916
Sedan,2024Q1,0.5300873504816955,0.4120631503418574,26.368444325462082
Kaliori,2024Q1,0.4568748715844785,0.5703039602276818,57.65315120181934
Gunem,2024Q1,0.565715457317692,0.5151996289589449,24.57658219889265
Sale,2024Q1,0.6084677724734137,0.4845997623244681,15.059284300707068
Sumber,2024Q1,0.6225748754928097,0.572172404393868,49.12904702586943
Bulu,2024Q1,0.6994050000756123,0.6621531270461275,17.451105549217562
Rembang,2024Q2,0.4327046158072951,0.43244723480323666,50.751505873221056
Pancur,2024Q2,0.6615505867469319,0.5111644053816302,15.481337496922354
Lasem,2024Q2,0.5483584293891728,0.4851989290745016,16.459052860811457
Kragan,2024Q2,0.6218513633190377,0.5693530816606498,29.170556633757567
Sluke,2024Q2,0.6324870009490111,0.508703720748596,9.12217467688561
